UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
2018,190590,12,Algeria,42196119729,22234640370.0,27.0,3735.047389,175405660377,170163165961,42228429.0,100.6914333,46.22686,9954.009766,6788998.0,13474.277108690663
2018,190590,36,Australia,240422685574,22234640370.0,1.2,11947.51136,1432881172002,1329188475752,24982688.0,1.035843097,80.76007,8329.652344,482560567.0,12033079.144320924
2018,190590,40,Austria,186965232670,22234640370.0,2.8,4005.020029,455094861902,417237869116,8840521.0,,78.70694,8289.029297,499925873.0,806467.6475272005
2018,190590,56,Belgium,461444842911,22234640370.0,2.8,4501.782826,543734366831,502698069367,11427054.0,,72.18146,8722.114258,769101370.0,1450513.2686643759
2018,190590,76,Brazil,185290138433,22234640370.0,17.1,10015.76907,1885482534238,2062831045936,209469333.0,2.156089151,55.80145,18364.50586,40817292.0,251150.6941973881
2018,190590,104,Myanmar,21113013351,22234640370.0,13.4,5947.065298,76168043982,68945867478,53708395.0,933.5704541,42.97482,3796.142578,15094426.0,1455032.3166634145
2018,190590,124,Canada,462631936513,22234640370.0,3.0,7924.80854,1716262621082,1649878054227,37057765.0,1.02979657,79.30059,10617.70313,1172532537.0,10768294.50338962
2018,190590,144,Sri Lanka,18419136335,22234640370.0,30.0,6910.058402,88425889592,87428125558,21670000.0,129.0690309,59.95122,5840.512695,2471509.0,22376.655358707772
2018,190590,152,Chile,75903274076,22234640370.0,3.3,9682.793339,298258019275,277044950259,18729160.0,495.2728776,71.951,18375.18164,54055252.0,329903.6264848449
2018,190590,156,China,2162214649902,22234640370.0,14.4,7075.536496,13894817549374,12310409370893,1392730000.0,6.195758346,65.20485333,955.651062,355831850.0,13188791.529193547
2018,190590,203,Czechia,186473607616,22234640370.0,2.8,3802.065907,248908731818,218628940952,10629928.0,19.57058333,76.42162,8262.0625,278667446.0,841821.453420863
2018,190590,251,France,667420759741,22234640370.0,2.8,4663.877387,2787863958885,2595151045198,66965912.0,,76.01011,8981.466797,1413226420.0,6918808.136743189
2018,190590,276,Germany,1315409332891,22234640370.0,2.8,4565.290081,3963767526251,3682602479929,82905782.0,,79.34962,8543.78418,1595941452.0,9802989.509657998
2018,190590,320,Guatemala,13969525515,22234640370.0,14.4,8216.415821,73118147941,71612352645,16346950.0,7.85681375,61.52534,13029.69238,42987864.0,120979.2440245406
2018,190590,344,"China, Hong Kong SAR",643394798125,22234640370.0,0.0,7253.412621,361696880781,341244161577,7451000.0,7.756,85.04858,2095.842529,329852349.0,24443355.30224338
2018,190590,360,Indonesia,191443243509,22234640370.0,17.2,8520.27219,1042240309413,1015618742566,267663435.0,10461.24,66.70627333,5291.683594,48687209.0,1665888.506646899
2018,190590,364,Iran,49556486747,22234640370.0,30.0,4403.452637,453996479250,445345256459,81800269.0,18414.44801,55.69678,6562.448242,6381495.0,53651.62633779086
2018,190590,381,Italy,506856859377,22234640370.0,2.8,4219.362568,2091544955092,1961796197354,60421760.0,,73.19206,8982.65918,623316522.0,1146499.1009609927
2018,190590,392,Japan,759875312417,22234640370.0,12.4,7590.353818,4954806619995,4866864409658,126529100.0,97.59565828,78.09557667,1156.669556,373043164.0,20696144.397536986
2018,190590,398,Kazakhstan,34721768925,22234640370.0,10.3,4139.984431,179339994859,166805800596,18276498.5,152.1291667,76.87746,4227.771973,69004202.0,947589.2689916209
2018,190590,414,Kuwait,37380235154,22234640370.0,4.6,4558.430014,140645364238,120707220574,4137312.0,0.283583333,61.78943,7181.024902,82786785.0,439344.795577227
2018,190590,458,Malaysia,221735105989,22234640370.0,0.9,7193.003392,358715057124,319112136545,31528585.0,3.15090855,78.77204,4614.067383,45865102.0,6233163.174291331
2018,190590,484,Mexico,473441791355,22234640370.0,8.8,8862.629885,1222348807283,1158913035796,126190788.0,12.77199167,73.42948,12066.00781,161458357.0,993182.6979492573
2018,190590,496,Mongolia,6125977140,22234640370.0,5.0,4891.110079,13108769496,11425755280,3170208.0,1523.9275,67.40642,2003.103271,10032776.0,977376.6755674199
2018,190590,528,Netherlands,548417493258,22234640370.0,2.8,4341.134649,914043438180,833869641687,17231624.0,,76.08463,8573.182617,907728016.0,1556290.6201137197
2018,190590,554,New Zealand,45058310241,22234640370.0,2.3,13015.7744,207920613962,205415864858,4841000.0,1.219407142,87.02213,10293.83691,122987288.0,1897261.9889306147
2018,190590,579,Norway,92821296616,22234640370.0,3.6,4294.317996,434166615432,398393955269,5311916.0,5.875,82.65956,7730.766602,285318154.0,152250.32699152795
2018,190590,604,Peru,43743198163,22234640370.0,0.0,10270.12953,222044970486,211007207484,31989256.0,2.701899026,67.76048,16329.76465,18849281.0,413039.2842580206
2018,190590,608,Philippines,119619804041,22234640370.0,14.1,8153.880673,346841896890,328480738147,106651922.0,42.44618483,59.33172,2615.750732,39219908.0,1653158.0745247435
2018,190590,616,Poland,271014771734,22234640370.0,2.8,3664.927434,587411745162,526508877305,37974750.0,3.160616667,77.85723,7753.967285,250541000.0,610808.6888261914
2018,190590,643,Russian Federation,246605953599,22234640370.0,10.3,3390.636954,1669583089323,1574199387071,144477860.0,31.83714364,76.49870667,6614.064453,241863937.0,3293660.4205281874
2018,190590,682,Saudi Arabia,148653112350,22234640370.0,4.6,4895.714843,786521831572,688586244287,33699947.0,3.75,62.08336,7557.271973,259250136.0,955923.9606262725
2018,190590,699,India,517005871911,22234640370.0,24.0,5621.408075,2713165057513,2652754685835,1352617328.0,58.59784542,60.88745,4692.671875,14672570.0,223096.56375363012
2018,190590,702,Singapore,385054245178,22234640370.0,0.0,8373.639065,373217081851,341863349989,5638676.0,1.2513,85.57215,4676.682617,190229135.0,13396232.476196127
2018,190590,704,Viet Nam,238190033672,22234640370.0,25.0,6793.862684,245213686369,223779865815,95540395.0,20933.41667,66.9796,2740.135254,46149203.0,2030218.8182296944
2018,190590,710,South Africa,96117430662,22234640370.0,12.5,7930.587372,368288939768,349554116684,57779622.0,9.655056069,65.32778,13723.41309,46674092.0,159698.1469380551
2018,190590,724,Spain,380074959825,22234640370.0,2.8,4963.416699,1422153839841,1312539279462,46797754.0,,77.62772,10012.6416,537797016.0,1749456.7163215128
